15010,0
15020,0
15030,0
15040,0
15050,0
15060,0
15070,0
15080,0
15090,0
15100,0
15110,0
15120,0
15130,0
15140,0
15150,0
15160,0
15170,0
15180,0
15190,0
15200,0
15210,0
15220,0
15230,0
15240,0
15250,0
15260,0
15270,0
15280,0
15290,0
15300,0
15310,0
15320,0
15330,0
15340,0
15350,0
15360,0
15370,0
15380,1
15390,1
15400,1
15410,1
15420,1
15430,1
15440,1
15450,1
15460,1
15470,1
15480,1
15490,1
15500,1
15510,1
15520,1
15530,1
15540,1
15550,1
15560,1
15570,1
15580,0
15590,0
15600,0
15610,0
15620,0
15630,0
15640,0
15650,0
15660,0
15670,0
15680,0
15690,0
15700,0
15710,0
15720,0
15730,0
15740,0
15750,0
15760,0
15770,0
15780,1
15790,1
15800,1
15810,1
15820,1
15830,1
15840,1
15850,1
15860,1
15870,1
15880,1
15890,1
15900,1
15910,1
15920,1
15930,1
15940,1
15950,1
15960,1
15970,1
15980,0
15990,0
16000,0
16010,0
16020,0
16030,0
16040,0
16050,0
16060,0
16070,0
16080,0
16090,0
16100,0
16110,0
16120,0
16130,0
16140,0
16150,0
16160,0
16170,0
16180,0
16190,0
16200,0
16210,0
16220,0
16230,0
16240,0
16250,0
16260,0
16270,0
16280,0
16290,0
16300,0
16310,0
16320,0
16330,0
16340,0
16350,0
16360,0
16370,0
16380,1
16390,1
16400,1
16410,1
16420,1
16430,1
16440,1
16450,1
16460,1
16470,1
16480,1
16490,1
16500,1
16510,1
16520,1
16530,1
16540,1
16550,1
16560,1
16570,1
16580,0
16590,0
16600,0
16610,0
16620,0
16630,0
16640,0
16650,0
16660,0
16670,0
16680,0
16690,0
16700,0
16710,0
16720,0
16730,0
16740,0
16750,0
16760,0
16770,0
16780,1
16790,1
16800,1
16810,1
16820,1
16830,1
16840,1
16850,1
16860,1
16870,1
16880,1
16890,1
16900,1
16910,1
16920,1
16930,1
16940,1
16950,1
16960,1
16970,0
16980,0
16990,0
17000,0
17010,0
17020,0
17030,0
17040,0
17050,0
17060,0
17070,0
17080,0
17090,0
17100,0
17110,0
17120,0
17130,0
17140,0
17150,0
17160,0
17170,0
17180,0
17190,0
17200,0
17210,0
17220,0
17230,0
17240,0
17250,0
17260,0
17270,0
17280,0
17290,0
17300,0
17310,0
17320,0
17330,0
17340,0
17350,0
17360,0
17370,0
17380,0
17390,0
17400,0
17410,0
